Active Epicor Part,part_number,title,manufacturer,type,category,subcategory,short_description,long_description,features,upc,height,width,length,weight,instructions,warranty,Image,Data Sheet,Brochure,"If individual part, price available?",NOTES: CS DEPT
Yes,68-209-6163,656/658 COMP W/6' FRT III (MB) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-6163 -  - 656/658 COMP W/6' FRT III (MB) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","74"" & 18"" & 33""",94 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-6163T,656/658 COMP W/6' FRT III (MB) MT & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-6163T -  - 656/658 COMP W/6' FRT III (MB) MT & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","74"" & 18"" & 33""",94 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61810,656/658 COMP W/8' FRT III (TAUPE) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61810 -  - 656/658 COMP W/8' FRT III (TAUPE) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61810T,656/658 COMP W/8' FRT III (TAUPE) MT & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61810T -  - 656/658 COMP W/8' FRT III (TAUPE) MT & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-6182,656/658 COMP W/8' FRT III (RW) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-6182 -  - 656/658 COMP W/8' FRT III (RW) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61820,656/658 COMP W/8' FRT III (PG) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61820 -  - 656/658 COMP W/8' FRT III (PG) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61820T,656/658 COMP W/8' FRT III (PG) MT & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61820T -  - 656/658 COMP W/8' FRT III (PG) MT & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61821,656/658 COMP W/8' FRTIII (SG) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61821 -  - 656/658 COMP W/8' FRTIII (SG) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61821T,656/658 COMP W/8' FRT III (SG) MT & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61821T -  - 656/658 COMP W/8' FRT III (SG) MT & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61823,656/658 COMP W/8' FRT III (PEBBLE) MATCHING STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61823 -  - 656/658 COMP W/8' FRT III (PEBBLE) MATCHING STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-61824,656/658 COMP W/8' FRT III (GRAY GRANITE) MATCHING STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-61824 -  - 656/658 COMP W/8' FRT III (GRAY GRANITE) MATCHING STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-6183,656/658 COMP W/8' FRT III (MB) & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-6183 -  - 656/658 COMP W/8' FRT III (MB) & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
Yes,68-209-6183T,656/658 COMP W/8' FRT III (MB) MT & WHITE STAND/SPRING,S.R. Smith,Deck Accessories,Diving,,68-209-6183T -  - 656/658 COMP W/8' FRT III (MB) MT & WHITE STAND/SPRING,"The Supreme is a top of the line jump board, made of a high-quality composite material. The Supreme comes in two sizes so you can find the proper size for your diving pool. Available in three designer colors that blend into your backyard decor, the durable scratch resistant acrylic ensures that you will get years of use out of your board. Each diving board features a high-grade, slip-resistant sand tread for maximum safety, and comes with an instructional diving video to promote safety when diving in your pool. ",Length: 6' or 8'. Weight limit: 250 lbs. Boards available with white or matching tread.,8.40671E+11,"3"" & 10"" & 4""","20"" & 18"" & 18""","98"" & 18"" & 41""",125 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50648/supreme-on-pool300dpi.jpg,,,,
